"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","Male","Female","Other","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"1454","first","1A",4.73,"Kerry","Kerry",NA,0,1,0,"R_12L7Nj0ivsSQhq2","female","35 - 44","White","4 year degree"
"1455","first","1A",5.59,"Jodie","Jodie",NA,1,0,0,"R_12L7Nj0ivsSQhq2","female","35 - 44","White","4 year degree"
"1456","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_12L7Nj0ivsSQhq2","female","35 - 44","White","4 year degree"
"1457","first","3B",5.86,"Elisha","Elisha",NA,0,1,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1458","first","3B",4.34,"Riley","Riley",NA,0,1,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1459","first","3B",2.41,"Tommie","Tommie",NA,1,0,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1460","first","3B",3.75,"Quinn","Quinn",NA,0,1,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1461","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1462","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1463","first","3B",5.22,"Blair","Blair",NA,0,1,0,"R_3g18ZP5KJtfBzoV","male","35 - 44","White","Some college"
"1464","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1465","first","2A",4.22,"Taylor","Taylor",NA,1,0,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1466","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1467","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1468","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1469","first","2A",4.73,"Kerry","Kerry",NA,0,1,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1470","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2RVpKmtFOn4sUCm","female","25 - 34","White","Some college"
"1471","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1472","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1473","first","2C",2.61,"Emerson","Emerson",NA,1,0,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1474","first","2C",6.82,"Emily","Emily",NA,0,1,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1475","first","2C",3.87,"Reese","Reese",NA,1,0,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1476","first","2C",5.34,"Jackie","Jackie",NA,0,1,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1477","first","2C",1.28,"James","James",NA,1,0,0,"R_4GdBtNqM5nytarn","male","35 - 44","White","High school graduate"
"1478","first","1A",1.21,"Matthew","Matthew",NA,0,1,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1479","first","1A",2.12,"Chris","Chris",NA,0,1,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1480","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1481","first","1A",4.22,"Taylor","Taylor",NA,1,0,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1482","first","1A",4.73,"Kerry","Kerry",NA,1,0,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1483","first","1A",5.59,"Jodie","Jodie",NA,0,1,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1484","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_RaakiB1LW9IkaWJ","male","25 - 34","White","4 year degree"
"1485","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1486","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1487","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1488","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1489","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1490","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1491","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"R_1MK6LfFQU7nMTSm","female","35 - 44","White","High school graduate"
"1492","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1493","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1494","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1495","first","1B",4.34,"Riley","Riley",NA,1,0,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1496","first","1B",5.22,"Blair","Blair",NA,0,1,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1497","first","1B",5.86,"Elisha","Elisha",NA,1,0,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1498","first","1B",6.78,"Rebecca","Rebecca",NA,1,0,0,"R_1Q3JNAMAatBxOcJ","male","25 - 34","White","Professional degree"
"1499","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1500","first","2B",4.34,"Riley","Riley",NA,0,1,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1501","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1502","first","2B",6.78,"Rebecca","Rebecca",NA,1,0,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1503","first","2B",3.75,"Quinn","Quinn",NA,0,1,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1504","first","2B",5.22,"Blair","Blair",NA,0,1,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1505","first","2B",1.24,"Brian","Brian",NA,1,0,0,"R_vPms1wUYsqA3ywN","female","25 - 34","White","Professional degree"
"1506","first","1C",1.28,"James","James",NA,1,0,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1507","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1508","first","1C",3.87,"Reese","Reese",NA,1,0,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1509","first","1C",4.39,"Jessie","Jessie",NA,1,0,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1510","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1511","first","1C",6.24,"Ashley","Ashley",NA,1,0,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1512","first","1C",6.82,"Emily","Emily",NA,0,1,0,"R_2PyQIUE8iHhX7Er","female","45 - 54","White","4 year degree"
"1513","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1514","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1515","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1516","first","3A",4.22,"Taylor","Taylor",NA,0,1,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1517","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1518","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1519","first","3A",4.73,"Kerry","Kerry",NA,1,0,0,"R_1d15qhXZyCVUk9k","N/A","25 - 34","White","4 year degree"
"1520","first","3B",5.86,"Elisha","Elisha",NA,1,0,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1521","first","3B",4.34,"Riley","Riley",NA,0,1,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1522","first","3B",2.41,"Tommie","Tommie",NA,0,1,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1523","first","3B",3.75,"Quinn","Quinn",NA,0,1,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1524","first","3B",1.24,"Brian","Brian",NA,1,0,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1525","first","3B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1526","first","3B",5.22,"Blair","Blair",NA,0,1,0,"R_3Gf9O9jPlDaEqZ3","non-binary","25 - 34","White","4 year degree"
"1527","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1528","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1529","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1530","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1531","first","2A",3.61,"Stevie","Stevie",NA,0,1,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1532","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1533","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_3lABUSlyQCpYhTJ","female","25 - 34","White","Some college"
"1534","first","2C",6.24,"Ashley","Ashley",NA,0,1,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1535","first","2C",4.39,"Jessie","Jessie",NA,0,1,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1536","first","2C",2.61,"Emerson","Emerson",NA,0,1,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1537","first","2C",6.82,"Emily","Emily",NA,0,1,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1538","first","2C",3.87,"Reese","Reese",NA,1,0,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1539","first","2C",5.34,"Jackie","Jackie",NA,1,0,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1540","first","2C",1.28,"James","James",NA,1,0,0,"R_8wQasrFhEiEsIs9","male","25 - 34","White","2 year degree"
"1541","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1542","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1543","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1544","first","1B",4.34,"Riley","Riley",NA,0,1,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1545","first","1B",5.22,"Blair","Blair",NA,0,1,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1546","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1547","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_Z1q8C6SVDvZBcpr","female","35 - 44","White","High school graduate"
"1548","first","1C",1.28,"James","James",NA,1,0,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1549","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1550","first","1C",3.87,"Reese","Reese",NA,1,0,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1551","first","1C",4.39,"Jessie","Jessie",NA,1,0,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1552","first","1C",5.34,"Jackie","Jackie",NA,1,0,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1553","first","1C",6.24,"Ashley","Ashley",NA,1,0,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1554","first","1C",6.82,"Emily","Emily",NA,0,1,0,"R_1LbafvXPg4h8RHN","male","25 - 34","White","Some college"
"1555","first","3C",6.24,"Ashley","Ashley",NA,1,0,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1556","first","3C",4.39,"Jessie","Jessie",NA,1,0,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1557","first","3C",2.61,"Emerson","Emerson",NA,1,0,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1558","first","3C",3.87,"Reese","Reese",NA,1,0,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1559","first","3C",1.28,"James","James",NA,1,0,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1560","first","3C",6.82,"Emily","Emily",NA,1,0,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1561","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"R_1MLGkZthBLDVSoM","female","35 - 44","White","4 year degree"
"1562","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1563","first","2B",4.34,"Riley","Riley",NA,1,0,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1564","first","2B",2.41,"Tommie","Tommie",NA,0,1,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1565","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1566","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1567","first","2B",5.22,"Blair","Blair",NA,0,1,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1568","first","2B",1.24,"Brian","Brian",NA,1,0,0,"R_1roY88PbfnL8LMl","male","25 - 34","White","Professional degree"
"1569","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1570","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1571","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1572","first","1B",4.34,"Riley","Riley",NA,0,1,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1573","first","1B",5.22,"Blair","Blair",NA,1,0,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1574","first","1B",5.86,"Elisha","Elisha",NA,1,0,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1575","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_3HzRfKtkUz8GBnM","male","18 - 24","White","4 year degree"
"1576","first","1C",1.28,"James","James",NA,1,0,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1577","first","1C",2.61,"Emerson","Emerson",NA,1,0,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1578","first","1C",3.87,"Reese","Reese",NA,0,1,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1579","first","1C",4.39,"Jessie","Jessie",NA,1,0,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1580","first","1C",5.34,"Jackie","Jackie",NA,0,1,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1581","first","1C",6.24,"Ashley","Ashley",NA,0,1,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1582","first","1C",6.82,"Emily","Emily",NA,0,1,0,"R_2SpmZBhn68cS4R7","female","45 - 54","White","Professional degree"
"1583","first","3C",6.24,"Ashley","Ashley",NA,0,1,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1584","first","3C",4.39,"Jessie","Jessie",NA,0,1,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1585","first","3C",2.61,"Emerson","Emerson",NA,0,1,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1586","first","3C",3.87,"Reese","Reese",NA,1,0,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1587","first","3C",1.28,"James","James",NA,1,0,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1588","first","3C",6.82,"Emily","Emily",NA,0,1,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1589","first","3C",5.34,"Jackie","Jackie",NA,0,1,0,"R_27Hbp5sIR2lsa8P","male","25 - 34","White","Professional degree"
"1590","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1591","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1592","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1593","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1594","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1595","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1596","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2Yzd6wCZNdkIr38","female","18 - 24","White","Some college"
"1597","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1598","first","1A",2.12,"Chris","Chris",NA,1,0,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1599","first","1A",3.61,"Stevie","Stevie",NA,0,1,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1600","first","1A",4.22,"Taylor","Taylor",NA,1,0,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1601","first","1A",4.73,"Kerry","Kerry",NA,1,0,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1602","first","1A",5.59,"Jodie","Jodie",NA,1,0,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1603","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_2SisO7vfqWH7QUH","male","35 - 44","White","Some college"
"1604","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1605","first","1B",2.41,"Tommie","Tommie",NA,1,0,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1606","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1607","first","1B",4.34,"Riley","Riley",NA,0,1,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1608","first","1B",5.22,"Blair","Blair",NA,1,0,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1609","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1610","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_3gMBapqcxRRm3Zs","male","18 - 24","White","Some college"
"1611","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1612","first","1B",2.41,"Tommie","Tommie",NA,0,1,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1613","first","1B",3.75,"Quinn","Quinn",NA,0,1,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1614","first","1B",4.34,"Riley","Riley",NA,0,1,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1615","first","1B",5.22,"Blair","Blair",NA,1,0,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1616","first","1B",5.86,"Elisha","Elisha",NA,0,1,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1617","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_30cSlWxSfBALW7E","female","35 - 44","White","4 year degree"
"1618","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1619","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1620","first","3A",3.61,"Stevie","Stevie",NA,1,0,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1621","first","3A",4.22,"Taylor","Taylor",NA,1,0,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1622","first","3A",1.21,"Matthew","Matthew",NA,1,0,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1623","first","3A",5.59,"Jodie","Jodie",NA,0,1,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1624","first","3A",4.73,"Kerry","Kerry",NA,0,1,0,"R_UcNu3ZXdz7K2X9n","female","45 - 54","White","4 year degree"
"1625","first","1B",1.24,"Brian","Brian",NA,1,0,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1626","first","1B",2.41,"Tommie","Tommie",NA,0,1,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1627","first","1B",3.75,"Quinn","Quinn",NA,1,0,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1628","first","1B",4.34,"Riley","Riley",NA,0,1,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1629","first","1B",5.22,"Blair","Blair",NA,1,0,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1630","first","1B",5.86,"Elisha","Elisha",NA,1,0,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1631","first","1B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_2dmvfjMOaaVLvNh","male","35 - 44","White","4 year degree"
"1632","first","2A",5.59,"Jodie","Jodie",NA,0,1,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1633","first","2A",4.22,"Taylor","Taylor",NA,0,1,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1634","first","2A",2.12,"Chris","Chris",NA,1,0,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1635","first","2A",6.73,"Mary","Mary",NA,0,1,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1636","first","2A",3.61,"Stevie","Stevie",NA,1,0,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1637","first","2A",4.73,"Kerry","Kerry",NA,1,0,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1638","first","2A",1.21,"Matthew","Matthew",NA,1,0,0,"R_23TVtoowE2vfkZq","female","35 - 44","White","4 year degree"
"1639","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1640","first","1A",2.12,"Chris","Chris",NA,1,0,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1641","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1642","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1643","first","1A",4.73,"Kerry","Kerry",NA,0,1,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1644","first","1A",5.59,"Jodie","Jodie",NA,1,0,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1645","first","1A",6.73,"Mary","Mary",NA,0,1,0,"R_wYssZqcBhO51SnL","N/A","25 - 34","White","2 year degree"
"1646","first","1A",1.21,"Matthew","Matthew",NA,1,0,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1647","first","1A",2.12,"Chris","Chris",NA,1,0,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1648","first","1A",3.61,"Stevie","Stevie",NA,1,0,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1649","first","1A",4.22,"Taylor","Taylor",NA,0,1,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1650","first","1A",4.73,"Kerry","Kerry",NA,0,1,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1651","first","1A",5.59,"Jodie","Jodie",NA,0,1,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1652","first","1A",6.73,"Mary","Mary",NA,1,0,0,"R_2dMC3joQO2ZvmAv","male","18 - 24","White","Some college"
"1653","first","2B",5.86,"Elisha","Elisha",NA,0,1,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
"1654","first","2B",4.34,"Riley","Riley",NA,0,1,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
"1655","first","2B",2.41,"Tommie","Tommie",NA,1,0,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
"1656","first","2B",6.78,"Rebecca","Rebecca",NA,0,1,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
"1657","first","2B",3.75,"Quinn","Quinn",NA,1,0,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
"1658","first","2B",5.22,"Blair","Blair",NA,1,0,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
"1659","first","2B",1.24,"Brian","Brian",NA,1,0,0,"R_yHEHgYyJ1WMD3JD","male","35 - 44","White","4 year degree"
